Gene	Chr_Pos	UniProtID	Descriptor	EC
ZDHHC3	3p21.31	Q9NYG2	(Acyltransferase ZDHHC3) (Protein DHHC1) (Zinc finger DHHC domain-containing protein 3) (DHHC-3) [HSD49]	EC 2.3.1.225
AADAT	4q33	Q8N5Z0	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial precursor (KAT/AadAT) (2-aminoadipate aminotransferase) (2-aminoadipate transaminase) (Alpha-aminoadipate aminotransferase) (AadAT) (Glycine transaminase AADAT) (Kynurenine aminotransferase II) (Kynurenine--glyoxylate transaminase AADAT) (Kynurenine--oxoglutarate aminotransferase II) (Kynurenine--oxoglutarate transaminase 2) (Kynurenine--oxoglutarate transaminase II) (Methionine--glyoxylate transaminase AADAT) [KAT2] [KYAT2]	EC 2.6.1.73
ABCG2	4q22	Q9UNQ0	Broad substrate specificity ATP-binding cassette transporter ABCG2 (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein) (CDw338) (Mitoxantrone resistance-associated protein) (Placenta-specific ATP-binding cassette transporter) (Urate exporter) (CD338 antigen) [ABCP] [BCRP] [BCRP1] [MXR]	EC 7.6.2.2
ACOT7L	4p14	Q6ZUV0	Putative cytosolic acyl coenzyme A thioester hydrolase-like (Acyl-CoA thioesterase 7-like) [BACHL]	EC 3.1.2.2
ACOX3	4p15.3	O15254	Peroxisomal acyl-coenzyme A oxidase 3 (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase) [BRCOX] [PRCOX]	EC 1.3.3.6
ACSL1	4q34-q35	P33121	Long-chain-fatty-acid--CoA ligase 1 (Acyl-CoA synthetase 1) (ACS1) (Arachidonate--CoA ligase) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2) (Phytanate--CoA ligase) [FACL1] [FACL2] [LACS] [LACS1] [LACS2]	EC 6.2.1.24
ADH1A	4q21-q23	P07327	Alcohol dehydrogenase 1A (Alcohol dehydrogenase subunit alpha) [ADH1]	EC 1.1.1.1
ADH1B	4q21-q23	P00325	All-trans-retinol dehydrogenase [NAD(+)] ADH1B (Alcohol dehydrogenase 1B) (Alcohol dehydrogenase subunit beta) [ADH2]	EC 1.1.1.105
ADH1C	4q21-q23	P00326	Alcohol dehydrogenase 1C (Alcohol dehydrogenase subunit gamma) [ADH3]	EC 1.1.1.1
ADH4	4q22	P08319	dehydrogenase [NAD(+)] ADH4 (Alcohol dehydrogenase 2) (Alcohol dehydrogenase 4) (Alcohol dehydrogenase class II pi chain) [ADH2]	EC 1.1.1.105
ADH5	4q21-q24	P11766	dehydrogenase class-3 (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (S-(hydroxymethyl)glutathione dehydrogenase) [ADHX] [FDH]	EC 1.1.1.284
ADH6	4q23	P28332	dehydrogenase 6	EC 1.1.1.1
ADH7	4q23-q24	P40394	dehydrogenase [NAD(+)] ADH7 (Alcohol dehydrogenase class 4 mu/sigma chain) (Alcohol dehydrogenase class IV mu/sigma chain) (Gastric alcohol dehydrogenase) (Omega-hydroxydecanoate dehydrogenase ADH7) (Retinol dehydrogenase)	EC 1.1.1.66
AFG2A	4q28.1	Q8NB90	ATPase family gene 2 protein homolog A (AFG2 AAA ATPase homolog A) (Ribosome biogenesis protein SPATA5) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5) [SPAF] [SPATA5]	EC 3.6.4.10
AGA	4q32-q33	P20933	precursor (Aspartylglucosaminidase) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Contains: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain]	EC 3.5.1.26
ALPK1	4q25	Q96QP1	Alpha-protein kinase 1 (Chromosome 4 kinase) (Lymphocyte alpha-protein kinase) [KIAA1527] [LAK]	EC 2.7.11.1
ART3	4p14-p15.1	Q13508	3 precursor (ADP-ribosyltransferase C2 and C3 toxin-like 3) (ARTC3) (Mono(ADP-ribosyl)transferase 3) (NAD(P)(+)--arginine ADP-ribosyltransferase 3) [TMART]	EC 2.4.2.31
ATP10D	4p11	Q9P241	Phospholipid-transporting ATPase VD (ATPase class V type 10D) (P4-ATPase flippase complex alpha subunit ATP10D) [ATPVD] [KIAA1487]	EC 7.6.2.1
ATP8A1	4p12-p14	Q9Y2Q0	Phospholipid-transporting ATPase IA (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1) [ATPIA]	EC 7.6.2.1
BDH2	4q24	Q9BUT1	family member 6 ((R)-beta-hydroxybutyrate dehydrogenase) (3-hydroxybutyrate dehydrogenase type 2) (4-oxo-L-proline reductase) (Oxidoreductase UCPA) (Short chain dehydrogenase/reductase family 15C member 1) [DHRS6] [SDR15C1] [UNQ6308/PRO20933]	EC 1.1.1.104
BMP2K	4q21.23	Q9NSY1	BMP-2-inducible protein kinase (BIKe) [BIKE] [HRIHFB2017]	EC 2.7.11.1
BMPR1B	4q23-q24	O00238	Bone morphogenetic protein receptor type-1B precursor (BMP type-1B receptor) (BMPR-1B) (CDw293 antigen)	EC 2.7.11.30
BST1	4p15	Q10588	cyclase/cyclic ADP-ribose hydrolase 2 precursor (ADP-ribosyl cyclase 2) (Bone marrow stromal cell antigen 1) (BST-1) (Cyclic ADP-ribose hydrolase 2) (cADPR hydrolase 2) (CD157 antigen)	EC 3.2.2.6
CAMK2D	4q25	Q13557	Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) [CAMKD]	EC 2.7.11.17
CASP3	4q33-q35.1	P42574	Caspase-3 precursor (CASP-3) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Contains: Caspase-3 subunit p17; Caspase-3 subunit p12] [CPP32]	EC 3.4.22.56
CASP6	4q25	P55212	Caspase-6 precursor (CASP-6) (CSP-6) (Apoptotic protease Mch-2) [Contains: Caspase-6 subunit p18 (Caspase-6 subunit p20); Caspase-6 subunit p11 (Caspase-6 subunit p10)] [MCH2]	EC 3.4.22.59
CBR4	4q32.3	Q8N4T8	reductase (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (Carbonyl reductase family member 4) (CBR4) (Quinone reductase CBR4) (Short chain dehydrogenase/reductase family 45C member 1) [SDR45C1]	EC 1.6.5.10
CD38	4p15	P28907	cyclase/cyclic ADP-ribose hydrolase 1 (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPR hydrolase 1) (T10) (CD38 antigen)	EC 2.4.99.20
CDKL2	4q21	Q92772	Cyclin-dependent kinase-like 2 (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE)	EC 2.7.11.22
CDS1	4q21	Q92903	cytidylyltransferase 1 (CDP-DAG synthase 1) (CDP-DG synthase 1) (CDP-diacylglycerol synthase 1) (CDS 1) (CDP-diglyceride pyrophosphorylase 1) (CDP-diglyceride synthase 1) (CTP:phosphatidate cytidylyltransferase 1) [CDS]	EC 2.7.7.41
CFI	4q25	P05156	factor I precursor (C3B/C4B inactivator) [Contains: Complement factor I heavy chain; Complement factor I light chain] [IF]	EC 3.4.21.45
CLOCK	4q12	O15516	Circadian locomoter output cycles protein kaput (hCLOCK) (Class E basic helix-loop-helix protein 8) (bHLHe8) [BHLHE8] [KIAA0334]	EC 2.3.1.48
CNOT6L	4q21.1	Q96LI5	CCR4-NOT transcription complex subunit 6-like (Carbon catabolite repressor protein 4 homolog B) [CCR4B]	EC 3.1.13.4
COQ2	4q21.23	Q96H96	polyprenyltransferase, mitochondrial precursor (4-HB polyprenyltransferase) (4-hydroxybenzoate decaprenyltransferase) (COQ2 homolog) (hCOQ2) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase) [CL640]	EC 2.5.1.39
CPE	4q32.3	P16870	E precursor (CPE) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)	EC 3.4.17.10
CTSO	4q31-q32	P43234	O precursor [CTSO1]	EC 3.4.22.42
CYP2U1	4q25	Q7Z449	Cytochrome P450 2U1 (Long-chain fatty acid omega-monooxygenase)	EC 1.14.14.80
CYP4V2	4q35.2	Q6ZWL3	Cytochrome P450 4V2 (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase)	EC 1.14.14.80
DCK	4q13.3-q21.1	P27707	kinase (dCK) (Deoxyadenosine kinase) (Deoxyguanosine kinase)	EC 2.7.1.113
DCLK2	4q31.3	Q8N568	Serine/threonine-protein kinase DCLK2 (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin domain-containing protein 3B) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2) [DCAMKL2] [DCDC3B] [DCK2]	EC 2.7.11.1
DCTD	4q35.1	P32321	deaminase (dCMP deaminase)	EC 3.5.4.12
DDX60	4q32.3	Q8IY21	Probable ATP-dependent RNA helicase DDX60 (DEAD box protein 60)	EC 3.6.4.13
DDX60L	4q32.3	Q5H9U9	RNA helicase DDX60-like (DEAD box protein 60-like)	EC 3.6.4.13
DGKQ	4p16.3	P52824	kinase theta (DAG kinase theta) (DGKtheta) (Diglyceride kinase theta) (DGK-theta) [DAGK4]	EC 2.7.1.93
DHX15	4p15.3	O43143	ATP-dependent RNA helicase DHX15 (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43) (hPrp43) [DBP1] [DDX15]	EC 3.6.4.13
ELOVL6	4q25	Q9H5J4	Very long chain fatty acid elongase 6 (3-keto acyl-CoA synthase ELOVL6) (ELOVL fatty acid elongase 6) (ELOVL FA elongase 6) (Elongation of very long chain fatty acids protein 6) (Fatty acid elongase 2) (hELO2) (Fatty acyl-CoA elongase) (Long-chain fatty-acyl elongase) (Very long chain 3-ketoacyl-CoA synthase 6) (Very long chain 3-oxoacyl-CoA synthase 6) [FACE] [LCE]	EC 2.3.1.199
ENOPH1	4q21.22	Q9UHY7	(2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog) [MASA] [MSTP145]	EC 3.1.3.77
ENPEP	4q25	Q07075	aminopeptidase (EAP) (Aminopeptidase A) (AP-A) (Differentiation antigen gp160) (CD249 antigen)	EC 3.4.11.7
ENPP6	4q35.1	Q6UWR7	Glycerophosphocholine cholinephosphodiesterase ENPP6 precursor (GPC-Cpde) (Choline-specific glycerophosphodiester phosphodiesterase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 6) (E-NPP 6) (NPP-6) [UNQ1889/PRO4334]	EC 3.1.4.38
EPHA5	4q13.2	P54756	Ephrin type-A receptor 5 precursor (Brain-specific kinase) (EPH homology kinase 1) (EHK-1) (EPH-like kinase 7) (EK7) (hEK7) [BSK] [EHK1] [HEK7] [TYRO4]	EC 2.7.10.1
ETFDH	4q32-q35	Q16134	transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial precursor (ETF-QO) (ETF-ubiquinone oxidoreductase) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase)	EC 1.5.5.1
ETNPPL	4q25	Q8TBG4	Ethanolamine-phosphate phospho-lyase (Alanine--glyoxylate aminotransferase 2-like 1) [AGXT2L1]	EC 4.2.3.2
F11	4q35	P03951	factor XI precursor (FXI) (Plasma thromboplastin antecedent) (PTA) [Contains: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain]	EC 3.4.21.27
FGFR3	4p16.3	P22607	Fibroblast growth factor receptor 3 precursor (FGFR-3) (CD333 antigen) [JTK4]	EC 2.7.10.1
GAK	4p16	O14976	kinase (DnaJ homolog subfamily C member 26) [DNAJC26]	EC 2.7.11.1
GALNT7	4q31.1	Q86SF2	N-acetylgalactosaminyltransferase 7 (Polypeptide GalNAc transferase 7) (GalNAc-T7) (pp-GaNTase 7) (Protein-UDP acetylgalactosaminyltransferase 7) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 7)	EC 2.4.1.41
GALNTL6	4q34.1	Q49A17	Polypeptide N-acetylgalactosaminyltransferase-like 6 (Polypeptide GalNAc transferase 17) (GalNAc-T17) (pp-GaNTase 17) (Protein-UDP acetylgalactosaminyltransferase 17) (Putative polypeptide N-acetylgalactosaminyltransferase 17) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 17) [GALNT17]	EC 2.4.1.41
GBA3	4p15.31	Q9H227	beta-glucosidase (Cytosolic beta-glucosidase-like protein 1) (Cytosolic galactosylceramidase) (Cytosolic glucosylceramidase) (Cytosolic glycosylceramidase) (Cytosolic GCase) (Glucosidase beta acid 3) (Glucosylceramidase beta 3) (Klotho-related protein) (KLrP) [CBG] [CBGL1]	EC 3.2.1.45
GK2	4q13	Q14410	Glycerol kinase 2 (GK 2) (Glycerokinase 2) (ATP:glycerol 3-phosphotransferase 2) (Glycerol kinase, testis specific 2) [GKP2] [GKTA]	EC 2.7.1.30
GK3	4q32	Q14409	Glycerol kinase 3 (GK 3) (Glycerokinase 3) (ATP:glycerol 3-phosphotransferase 3) (Glycerol kinase 3 pseudogene) (Glycerol kinase, testis specific 1) [GK3P] [GKP3] [GKTB]	EC 2.7.1.30
GNPDA2	4p13	Q8TDQ7	Glucosamine-6-phosphate deaminase 2 (GlcN6P deaminase 2) (Glucosamine-6-phosphate isomerase 2) (Glucosamine-6-phosphate isomerase SB52) [GNP2]	EC 3.5.99.6
GPAT3	4q21.23	Q53EU6	Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (hGPAT3) (Lung cancer metastasis-associated protein 1) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta) (MAG-1) [AGPAT9] [MAG1] [HMFN0839] [UNQ2753/PRO6492]	EC 2.3.1.51
GRK4	4p16.3	P32298	protein-coupled receptor kinase 4 (G protein-coupled receptor kinase GRK4) (ITI1) [GPRK2L] [GPRK4]	EC 2.7.11.16
GUCY1A1	4q31.3-q33	Q02108	Guanylate cyclase soluble subunit alpha-1 (GCS-alpha-1) (Guanylate cyclase soluble subunit alpha-3) (GCS-alpha-3) (Soluble guanylate cyclase large subunit) [GUC1A3] [GUCSA3] [GUCY1A3]	EC 4.6.1.2
GUCY1B1	4q31.3-q33	Q02153	Guanylate cyclase soluble subunit beta-1 (GCS-beta-1) (Guanylate cyclase soluble subunit beta-3) (GCS-beta-3) (Soluble guanylate cyclase small subunit) [GUC1B3] [GUCSB3] [GUCY1B3]	EC 4.6.1.2
HADH	4q22-q26	Q16836	A dehydrogenase, mitochondrial precursor (HCDH) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase) [HAD] [HAD1] [HADHSC] [SCHAD]	EC 1.1.1.35
HELQ	4q21.23	Q8TDG4	POLQ-like (Mus308-like helicase) (POLQ-like helicase) [HEL308]	EC 3.6.4.12
HERC3	4q21	Q15034	Probable E3 ubiquitin-protein ligase HERC3 (HECT domain and RCC1-like domain-containing protein 3) (HECT-type E3 ubiquitin transferase HERC3) [KIAA0032]	EC 2.3.2.26
HERC6	4q22	Q8IVU3	Probable E3 ubiquitin-protein ligase HERC6 (HECT domain and RCC1-like domain-containing protein 6) (HECT-type E3 ubiquitin transferase HERC6)	EC 2.3.2.26
HPGD	4q34-q35	P15428	dehydrogenase [NAD(+)] (15-PGDH) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (Prostaglandin dehydrogenase 1) (Short chain dehydrogenase/reductase family 36C member 1) [PGDH1] [SDR36C1]	EC 1.1.1.232
HPGDS	4q22.1	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (GST class-sigma) (Glutathione S-transferase) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase) [GSTS] [PGDS] [PTGDS2]	EC 2.5.1.18
HPSE	4q21.3	Q9Y251	precursor (Endo-glucoronidase) (Heparanase-1) (Hpa1) [Contains: Heparanase 8 kDa subunit; Heparanase 50 kDa subunit] [HEP] [HPA] [HPA1] [HPR1] [HPSE1] [HSE1]	EC 3.2.1.166
HS3ST1	4p16	O14792	Heparan sulfate glucosamine 3-O-sulfotransferase 1 precursor (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (3-OST-1) (Heparan sulfate 3-O-sulfotransferase 1) (h3-OST-1) [3OST] [3OST1]	EC 2.8.2.23
HSD17B11	4q22.1	Q8NBQ5	Estradiol 17-beta-dehydrogenase 11 precursor (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2) (Short chain dehydrogenase/reductase family 16C member 2) [DHRS8] [PAN1B] [SDR16C2] [PSEC0029] [UNQ207/PRO233]	EC 1.1.1.62
HSD17B13	4q22.1	Q7Z5P4	17-beta-hydroxysteroid dehydrogenase 13 precursor (17-beta-HSD 13) (Hepatic retinol/retinal dehydrogenase) (Short chain dehydrogenase/reductase family 16C member 3) (Short-chain dehydrogenase/reductase 9) [SCDR9] [SDR16C3] [HMFN0376] [UNQ497/PRO1014]	EC 1.1.1.105
IDUA	4p16.3	P35475	precursor	EC 3.2.1.76
INPP4B	4q31.21	O15327	Inositol polyphosphate 4-phosphatase type II (Type II inositol 3,4-bisphosphate 4-phosphatase)	EC 3.1.3.66
KDR	4q11-q12	P35968	Vascular endothelial growth factor receptor 2 precursor (VEGFR-2) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD309 antigen) [FLK1] [VEGFR2]	EC 2.7.10.1
KIT	4q11-q12	P10721	cell growth factor receptor Kit precursor (SCFR) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD117 antigen) [SCFR]	EC 2.7.10.1
KLKB1	4q34-q35	P03952	Plasma kallikrein precursor (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Contains: Plasma kallikrein heavy chain; Plasma kallikrein light chain] [KLK3]	EC 3.4.21.34
LAP3	4p15.32	P28838	aminopeptidase (Cysteinylglycine-S-conjugate dipeptidase) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (Prolyl aminopeptidase) [LAPEP] [PEPS]	EC 3.4.11.5
LIAS	4p14	O43766	synthase, mitochondrial precursor (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase) [LAS] [HUSSY-01]	EC 2.8.1.8
LNX1	4q12	Q8TBB1	ubiquitin-protein ligase LNX (Ligand of Numb-protein X 1) (Numb-binding protein 1) (PDZ domain-containing RING finger protein 2) (RING-type E3 ubiquitin transferase LNX) [LNX] [PDZRN2] [UNQ574/PRO1136]	EC 2.3.2.27
LRAT	4q31.3	O95237	retinol acyltransferase (Phosphatidylcholine--retinol O-acyltransferase)	EC 2.3.1.135
MAEA	4p16.3	Q7L5Y9	ubiquitin-protein transferase MAEA (Cell proliferation-inducing gene 5 protein) (Erythroblast macrophage protein) (Human lung cancer oncogene 10 protein) (HLC-10) (Macrophage erythroblast attacher) (P44EMLP) [EMP] [HLC10] [PIG5]	EC 2.3.2.27
MAN2B2	4p16.2	Q9Y2E5	Epididymis-specific alpha-mannosidase precursor (Alpha-1,6-mannosidase) (Mannosidase alpha class 2B member 2) [KIAA0935]	EC 3.2.1.24
MANBA	4q22-q25	O00462	Beta-mannosidase precursor (Lysosomal beta A mannosidase) (Mannanase) (Mannase) [MANB1]	EC 3.2.1.25
MAPK10	4q22.1-q23	P53779	protein kinase 10 (MAP kinase 10) (MAPK 10) (MAP kinase p49 3F12) (Stress-activated protein kinase 1b) (SAPK1b) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3) [JNK3] [JNK3A] [PRKM10] [SAPK1B]	EC 2.7.11.24
MARCHF1	4q32.2	Q8TCQ1	E3 ubiquitin-protein ligase MARCHF1 (Membrane-associated RING finger protein 1) (Membrane-associated RING-CH protein I) (MARCH-I) (RING finger protein 171) (RING-type E3 ubiquitin transferase MARCHF1) [MARCH1] [RNF171]	EC 2.3.2.27
METAP1	4q23	P53582	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (Peptidase M 1) [KIAA0094]	EC 3.4.11.18
MGST2	4q28.3	Q99735	Microsomal glutathione S-transferase 2 (Microsomal GST-2) (Glutathione peroxidase MGST2) (Leukotriene C4 synthase MGST2) (Microsomal glutathione S-transferase II) (Microsomal GST-II) [GST2]	EC 4.4.1.20
MSMO1	4q32-q34	Q15800	Methylsterol monooxygenase 1 (C-4 methylsterol oxidase) (Sterol-C4-methyl oxidase) [DESP4] [ERG25] [SC4MOL]	EC 1.14.18.9
MTHFD2L	4q13.3	Q9H903	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial (NADP-dependent methylenetetrahydrofolate dehydrogenase 2-like protein) (MTHFD2-like) [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase Methenyltetrahydrofolate cyclohydrolase	EC 3.5.4.9)
NAA11	4q21.23	Q9BSU3	N-alpha-acetyltransferase 11 (N-terminal acetyltransferase complex ARD1 subunit homolog B) (hARD2) (NatA catalytic subunit Naa11) [ARD1B] [ARD2]	EC 2.3.1.255
NAAA	4q21.1	Q02083	acid amidase precursor (Acid ceramidase-like protein) (Acylsphingosine deacylase NAAA) (N-acylsphingosine amidohydrolase-like) (ASAH-like protein) [Contains: N-acylethanolamine-hydrolyzing acid amidase subunit alpha; N-acylethanolamine-hydrolyzing acid amidase subunit beta] [ASAHL] [PLT]	EC 3.5.1.23
NAT8L	4p16.3	Q8N9F0	N-acetylaspartate synthetase (NAA synthetase) (Camello-like protein 3) (N-acetyltransferase 8-like protein) [CML3]	EC 2.3.1.17
NDST3	4q26	O95803	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3 (Glucosaminyl N-deacetylase/N-sulfotransferase 3) (NDST-3) (hNDST-3) (N-heparan sulfate sulfotransferase 3) (N-HSST 3) [Includes: Heparan sulfate N-deacetylase NDST3 [heparan sulfate]-glucosamine N-sulfotransferase NDST3 [HSST3] [UNQ2544/PRO4998]	EC 2.8.2.8)
NDST4	4q25-q26	Q9H3R1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 (Glucosaminyl N-deacetylase/N-sulfotransferase 4) (NDST-4) (N-heparan sulfate sulfotransferase 4) (N-HSST 4) [Includes: Heparan sulfate N-deacetylase 4 Heparan sulfate N-sulfotransferase 4 [HSST4]	EC 2.8.2.8
NEIL3	4q34.3	Q8TAT5	Endonuclease 8-like 3 (DNA glycosylase FPG2) (DNA glycosylase/AP lyase Neil3) (Endonuclease VIII-like 3) (Nei-like protein 3)	EC 4.2.99.18
NEK1	4q33	Q96PY6	kinase Nek1 (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1) (Renal carcinoma antigen NY-REN-55) [KIAA1901]	EC 2.7.11.1
NOCT	4q31.1	Q9UK39	precursor (Carbon catabolite repression 4-like protein) [CCR4] [CCRN4L] [NOC]	EC 3.1.3.108
NSD2	4p16.3	O96028	N-methyltransferase NSD2 (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein) [KIAA1090] [MMSET] [TRX5] [WHSC1]	EC 2.1.1.357
NUDT9	4q22.1	Q9BW91	ADP-ribose pyrophosphatase, mitochondrial precursor (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9) [NUDT10] [PSEC0099] [UNQ3012/PRO9771]	EC 3.6.1.13
OTUD4	4q31.21	Q01804	OTU domain-containing protein 4 (HIV-1-induced protein HIN-1) [HIN-1] [KIAA1046]	EC 3.4.19.12
PAICS	4pter-q21	P22234	phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (SAICAR synthetase)] [ADE2] [AIRC] [PAIS]	EC 6.3.2.6
PAPSS1	4q24	O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)] [ATPSK1] [PAPSS]	EC 2.7.1.25
PDE5A	4q25-q27	O76074	cGMP-specific 3',5'-cyclic phosphodiesterase (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE) [PDE5]	EC 3.1.4.35
PDE6B	4p16.3	P35913	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta precursor (GMP-PDE beta) [PDEB]	EC 3.1.4.35
PDGFRA	4q11-q13	P16234	Platelet-derived growth factor receptor alpha precursor (PDGF-R-alpha) (PDGFR-alpha) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD140a antigen) [PDGFR2] [RHEPDGFRA]	EC 2.7.10.1
PDHA2	4q22-q23	P29803	Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial precursor (PDHE1-A type II) [PDHAL]	EC 1.2.4.1
